|  Rank |          Drug Name          | Target Name | Binding Score |
|   1   | OMYYNMAXTHDLFS-KACYJRNJSA-N |  A0A6M3GXE4 |      9.67     |
|   2   | OBATZBGFDSVCJD-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.56     |
|   3   | KJNNWYBAOPXVJY-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.33     |
|   4   | DEOYQVBCXCVHII-GSNHDGFMSA-N |  A0A6M3GXE4 |      9.28     |
|   5   | ODEDPKNSRBCSDO-UHFFFAOYSA-N |  A0A6M3GXE4 |      9.27     |
|   6   | KSOVGRCOLZZTPF-QMKUDKLTSA-N |  A0A6M3GXE4 |      9.23     |
|   7   | RZERRLOTRSJIAW-NEPGVILWSA-N |  A0A6M3GXE4 |      9.21     |
|   8   | OMYYNMAXTHDLFS-KACYJRNJSA-N |  A0A6B9WHH1 |      9.18     |
|   9   | QADHLRWLCPCEKT-LOVVWNRFSA-N |  A0A6M3GXE4 |      9.15     |
|   10  | OMYYNMAXTHDLFS-KACYJRNJSA-N |    Q86825   |      9.15     |
|   11  | XVAPNQFQPDAROQ-CAPSWCROSA-N |  A0A6M3GXE4 |      9.14     |
|   12  | OMYYNMAXTHDLFS-KACYJRNJSA-N |  A0A6M3GXH9 |      9.07     |
|   13  | OMYYNMAXTHDLFS-KACYJRNJSA-N |    Q6YMS7   |      9.07     |
|   14  | OBATZBGFDSVCJD-UHFFFAOYSA-N |    Q6YMS7   |      9.07     |
|   15  | OMYYNMAXTHDLFS-KACYJRNJSA-N |  A0A1S4F2S4 |      9.06     |
|   16  | PJFQWSNOXLEDDZ-MGPUTAFESA-N |  A0A6M3GXE4 |      9.05     |
|   17  | OBATZBGFDSVCJD-UHFFFAOYSA-N |  A0A6M3GXH9 |      9.05     |
|   18  | OBATZBGFDSVCJD-UHFFFAOYSA-N |  A0A1S4F2S4 |      9.03     |
|   19  | VGKDLMBJGBXTGI-SJKOYZFVSA-N |  A0A6M3GXE4 |      9.02     |
|   20  | OBATZBGFDSVCJD-UHFFFAOYSA-N |  A0A6B9WHH1 |      9.01     |
|   21  | YFGQJKBUXPKSAW-OQHPCPMASA-N |  A0A6M3GXE4 |      9.00     |
|   22  | OBATZBGFDSVCJD-UHFFFAOYSA-N |    Q86825   |      8.99     |
|   23  | JNKQAHJZAUFSLB-BAWYVGMJSA-N |  A0A6M3GXE4 |      8.98     |
|   24  | ATLJNLYIJOCWJE-CWMZOUAVSA-N |  A0A6M3GXE4 |      8.97     |
|   25  | PQLXHQMOHUQAKB-UHFFFAOYSA-N |  A0A6M3GXE4 |      8.96     |
|   26  | VXBAJLGYBMTJCY-NSCUHMNNSA-N |  A0A6M3GXE4 |      8.94     |
|   27  | GYCPCOJTCINIFZ-OXJNMPFZSA-N |  A0A6M3GXE4 |      8.93     |
|   28  | OMYYNMAXTHDLFS-KACYJRNJSA-N |    P17763   |      8.92     |
|   29  | FHBQKTSCJKPYIO-XZGUSLHLSA-N |  A0A6M3GXE4 |      8.92     |
|   30  | OMYYNMAXTHDLFS-KACYJRNJSA-N |    Q6YMS3   |      8.91     |
|   31  | OBATZBGFDSVCJD-UHFFFAOYSA-N |  A0A6B9WHJ8 |      8.90     |
|   32  | OMYYNMAXTHDLFS-KACYJRNJSA-N |    Q6YMS4   |      8.90     |
|   33  | KJNNWYBAOPXVJY-UHFFFAOYSA-N |  A0A6B9WHH1 |      8.90     |
|   34  | KGPGQDLTDHGEGT-VBZOGQDBSA-N |  A0A6M3GXE4 |      8.90     |
|   35  | OMYYNMAXTHDLFS-KACYJRNJSA-N |  A0A6B9WHJ8 |      8.89     |
|   36  | KASDHRXLYQOAKZ-XDSKOBMDSA-N |  A0A6M3GXE4 |      8.88     |
|   37  | UJEAABFSXKCSGI-UHFFFAOYSA-N |  A0A6M3GXE4 |      8.88     |
|   38  | YDMBNDUHUNWWRP-VJBWXMMDSA-N |  A0A6M3GXE4 |      8.88     |
